ts,train_id,fouling_index_true,polytropic_eff_true,specific_energy_kwh_per_t_true,health_index_true,rul_hours_to_next_wash_true
2024-01-22 23:00:00,CGC-200B,0.09139,0.77994,97.714,0.8477,2017.0
2024-01-23 00:00:00,CGC-200B,0.09158,0.78434,97.84,0.8474,2016.0
2024-01-23 01:00:00,CGC-200B,0.09176,0.79169,96.987,0.8471,2015.0
2024-01-23 02:00:00,CGC-200B,0.09196,0.79067,97.817,0.8467,2014.0
2024-01-23 03:00:00,CGC-200B,0.09214,0.78188,96.531,0.8464,2013.0
2024-01-23 04:00:00,CGC-200B,0.09233,0.78223,96.884,0.8461,2012.0
2024-01-23 05:00:00,CGC-200B,0.0925,0.78127,96.884,0.8458,2011.0
2024-01-23 06:00:00,CGC-200B,0.09268,0.78388,96.561,0.8455,2010.0
2024-01-23 07:00:00,CGC-200B,0.09287,0.78166,97.613,0.8452,2009.0
2024-01-23 08:00:00,CGC-200B,0.09305,0.78912,96.713,0.8449,2008.0
2024-01-23 09:00:00,CGC-200B,0.09323,0.78054,97.382,0.8446,2007.0
2024-01-23 10:00:00,CGC-200B,0.09342,0.78368,97.316,0.8443,2006.0
2024-01-23 11:00:00,CGC-200B,0.09361,0.78621,96.232,0.844,2005.0
2024-01-23 12:00:00,CGC-200B,0.0938,0.78298,96.494,0.8437,2004.0
2024-01-23 13:00:00,CGC-200B,0.09398,0.78945,95.67,0.8434,2003.0
2024-01-23 14:00:00,CGC-200B,0.09416,0.78847,95.381,0.8431,2002.0
2024-01-23 15:00:00,CGC-200B,0.09434,0.7819,95.49,0.8428,2001.0
2024-01-23 16:00:00,CGC-200B,0.09452,0.78525,96.451,0.8425,2000.0
2024-01-23 17:00:00,CGC-200B,0.0947,0.78463,97.478,0.8422,1999.0
2024-01-23 18:00:00,CGC-200B,0.09487,0.78667,96.215,0.8419,1998.0
2024-01-23 19:00:00,CGC-200B,0.09506,0.78148,97.215,0.8416,1997.0
2024-01-23 20:00:00,CGC-200B,0.09523,0.78438,95.341,0.8413,1996.0
2024-01-23 21:00:00,CGC-200B,0.0954,0.78492,96.241,0.841,1995.0
2024-01-23 22:00:00,CGC-200B,0.09559,0.77976,95.968,0.8407,1994.0
2024-01-23 23:00:00,CGC-200B,0.09577,0.7851,97.293,0.8404,1993.0
2024-01-24 00:00:00,CGC-200B,0.09595,0.78434,96.735,0.8401,1992.0
2024-01-24 01:00:00,CGC-200B,0.09613,0.78006,97.921,0.8398,1991.0
2024-01-24 02:00:00,CGC-200B,0.09631,0.77495,97.619,0.8395,1990.0
2024-01-24 03:00:00,CGC-200B,0.09648,0.78288,97.462,0.8392,1989.0
2024-01-24 04:00:00,CGC-200B,0.09665,0.78926,97.66,0.8389,1988.0
2024-01-24 05:00:00,CGC-200B,0.09683,0.78865,97.647,0.8386,1987.0
2024-01-24 06:00:00,CGC-200B,0.097,0.78116,98.279,0.8383,1986.0
2024-01-24 07:00:00,CGC-200B,0.09717,0.7858,98.273,0.838,1985.0
2024-01-24 08:00:00,CGC-200B,0.09734,0.7825,97.038,0.8378,1984.0
2024-01-24 09:00:00,CGC-200B,0.09751,0.78601,97.103,0.8375,1983.0
2024-01-24 10:00:00,CGC-200B,0.09769,0.78376,97.263,0.8372,1982.0
2024-01-24 11:00:00,CGC-200B,0.09786,0.78316,96.884,0.8369,1981.0
2024-01-24 12:00:00,CGC-200B,0.09803,0.78417,97.082,0.8366,1980.0
2024-01-24 13:00:00,CGC-200B,0.09821,0.78229,96.736,0.8363,1979.0
2024-01-24 14:00:00,CGC-200B,0.09838,0.78503,96.03,0.836,1978.0
2024-01-24 15:00:00,CGC-200B,0.09856,0.78436,95.891,0.8357,1977.0
2024-01-24 16:00:00,CGC-200B,0.09874,0.7818,96.643,0.8354,1976.0
2024-01-24 17:00:00,CGC-200B,0.09892,0.78329,96.24,0.8351,1975.0
2024-01-24 18:00:00,CGC-200B,0.09909,0.78805,96.886,0.8348,1974.0
2024-01-24 19:00:00,CGC-200B,0.09926,0.78161,97.622,0.8346,1973.0
2024-01-24 20:00:00,CGC-200B,0.09943,0.78131,96.965,0.8343,1972.0
2024-01-24 21:00:00,CGC-200B,0.0996,0.77977,97.277,0.834,1971.0
2024-01-24 22:00:00,CGC-200B,0.09977,0.781,97.782,0.8337,1970.0
2024-01-24 23:00:00,CGC-200B,0.09994,0.78167,97.094,0.8334,1969.0
2024-01-25 00:00:00,CGC-200B,0.10012,0.78267,97.253,0.8331,1968.0
2024-01-25 01:00:00,CGC-200B,0.1003,0.78038,97.929,0.8328,1967.0
2024-01-25 02:00:00,CGC-200B,0.10048,0.77967,98.142,0.8325,1966.0
2024-01-25 03:00:00,CGC-200B,0.10067,0.78514,97.428,0.8322,1965.0
2024-01-25 04:00:00,CGC-200B,0.10085,0.78115,96.855,0.8319,1964.0
2024-01-25 05:00:00,CGC-200B,0.10102,0.78932,97.475,0.8316,1963.0
2024-01-25 06:00:00,CGC-200B,0.1012,0.78108,97.914,0.8313,1962.0
2024-01-25 07:00:00,CGC-200B,0.10137,0.78078,97.635,0.8311,1961.0
2024-01-25 08:00:00,CGC-200B,0.10153,0.7823,96.363,0.8308,1960.0
2024-01-25 09:00:00,CGC-200B,0.10171,0.78054,95.914,0.8305,1959.0
2024-01-25 10:00:00,CGC-200B,0.10188,0.77929,96.856,0.8302,1958.0
2024-01-25 11:00:00,CGC-200B,0.10204,0.78622,96.64,0.8299,1957.0
2024-01-25 12:00:00,CGC-200B,0.1022,0.78009,96.748,0.8297,1956.0
2024-01-25 13:00:00,CGC-200B,0.10237,0.78578,96.053,0.8294,1955.0
2024-01-25 14:00:00,CGC-200B,0.10252,0.78242,97.051,0.8291,1954.0
2024-01-25 15:00:00,CGC-200B,0.10267,0.78524,97.526,0.8289,1953.0
2024-01-25 16:00:00,CGC-200B,0.10283,0.78076,98.025,0.8286,1952.0
2024-01-25 17:00:00,CGC-200B,0.103,0.77841,97.486,0.8283,1951.0
2024-01-25 18:00:00,CGC-200B,0.10317,0.78348,97.468,0.8281,1950.0
2024-01-25 19:00:00,CGC-200B,0.10333,0.78482,97.62,0.8278,1949.0
2024-01-25 20:00:00,CGC-200B,0.10351,0.78305,97.155,0.8275,1948.0
2024-01-25 21:00:00,CGC-200B,0.10368,0.78708,95.993,0.8272,1947.0
2024-01-25 22:00:00,CGC-200B,0.10384,0.7758,95.291,0.8269,1946.0
2024-01-25 23:00:00,CGC-200B,0.10402,0.77815,96.377,0.8266,1945.0
2024-01-26 00:00:00,CGC-200B,0.10419,0.78069,95.418,0.8263,1944.0
2024-01-26 01:00:00,CGC-200B,0.10436,0.78441,96.825,0.8261,1943.0
2024-01-26 02:00:00,CGC-200B,0.10453,0.78301,96.867,0.8258,1942.0
2024-01-26 03:00:00,CGC-200B,0.1047,0.78236,97.493,0.8255,1941.0
2024-01-26 04:00:00,CGC-200B,0.10486,0.77981,97.462,0.8252,1940.0
2024-01-26 05:00:00,CGC-200B,0.10502,0.77617,97.348,0.825,1939.0
2024-01-26 06:00:00,CGC-200B,0.10518,0.78134,98.324,0.8247,1938.0
2024-01-26 07:00:00,CGC-200B,0.10534,0.78269,97.112,0.8244,1937.0
2024-01-26 08:00:00,CGC-200B,0.10551,0.78536,97.513,0.8242,1936.0
2024-01-26 09:00:00,CGC-200B,0.10568,0.7806,98.138,0.8239,1935.0
2024-01-26 10:00:00,CGC-200B,0.10585,0.78552,96.815,0.8236,1934.0
2024-01-26 11:00:00,CGC-200B,0.10602,0.78376,96.758,0.8233,1933.0
2024-01-26 12:00:00,CGC-200B,0.10619,0.78031,97.448,0.823,1932.0
2024-01-26 13:00:00,CGC-200B,0.10636,0.77545,96.87,0.8227,1931.0
2024-01-26 14:00:00,CGC-200B,0.10653,0.779,97.56,0.8225,1930.0
2024-01-26 15:00:00,CGC-200B,0.10669,0.78333,97.058,0.8222,1929.0
2024-01-26 16:00:00,CGC-200B,0.10686,0.78686,97.516,0.8219,1928.0
2024-01-26 17:00:00,CGC-200B,0.10702,0.78343,97.483,0.8216,1927.0
2024-01-26 18:00:00,CGC-200B,0.10718,0.78312,97.615,0.8214,1926.0
2024-01-26 19:00:00,CGC-200B,0.10735,0.78256,97.579,0.8211,1925.0
2024-01-26 20:00:00,CGC-200B,0.10751,0.78314,96.423,0.8208,1924.0
2024-01-26 21:00:00,CGC-200B,0.10767,0.77777,96.827,0.8205,1923.0
2024-01-26 22:00:00,CGC-200B,0.10784,0.78702,97.421,0.8203,1922.0
2024-01-26 23:00:00,CGC-200B,0.10801,0.77609,98.859,0.82,1921.0
2024-01-27 00:00:00,CGC-200B,0.10817,0.77853,96.753,0.8197,1920.0
2024-01-27 01:00:00,CGC-200B,0.10833,0.77896,97.797,0.8195,1919.0
2024-01-27 02:00:00,CGC-200B,0.10849,0.77901,97.955,0.8192,1918.0
2024-01-27 03:00:00,CGC-200B,0.10865,0.77835,96.779,0.8189,1917.0
2024-01-27 04:00:00,CGC-200B,0.10881,0.77885,96.872,0.8186,1916.0
2024-01-27 05:00:00,CGC-200B,0.10897,0.78192,97.473,0.8184,1915.0
2024-01-27 06:00:00,CGC-200B,0.10914,0.77997,98.297,0.8181,1914.0
2024-01-27 07:00:00,CGC-200B,0.1093,0.78327,96.885,0.8178,1913.0
2024-01-27 08:00:00,CGC-200B,0.10947,0.78521,97.933,0.8175,1912.0
2024-01-27 09:00:00,CGC-200B,0.10963,0.77877,97.548,0.8173,1911.0
2024-01-27 10:00:00,CGC-200B,0.10979,0.77882,96.392,0.817,1910.0
2024-01-27 11:00:00,CGC-200B,0.10995,0.78252,97.769,0.8167,1909.0
2024-01-27 12:00:00,CGC-200B,0.1101,0.78022,96.662,0.8165,1908.0
2024-01-27 13:00:00,CGC-200B,0.11026,0.78175,97.296,0.8162,1907.0
2024-01-27 14:00:00,CGC-200B,0.11043,0.77849,96.685,0.816,1906.0
2024-01-27 15:00:00,CGC-200B,0.11059,0.78259,97.159,0.8157,1905.0
2024-01-27 16:00:00,CGC-200B,0.11077,0.78115,96.651,0.8154,1904.0
2024-01-27 17:00:00,CGC-200B,0.11094,0.77965,96.296,0.8151,1903.0
2024-01-27 18:00:00,CGC-200B,0.11111,0.78305,98.116,0.8148,1902.0
2024-01-27 19:00:00,CGC-200B,0.11128,0.78696,98.334,0.8145,1901.0
2024-01-27 20:00:00,CGC-200B,0.11145,0.7799,99.295,0.8143,1900.0
2024-01-27 21:00:00,CGC-200B,0.11161,0.78013,97.812,0.814,1899.0
2024-01-27 22:00:00,CGC-200B,0.11178,0.78537,97.911,0.8137,1898.0
2024-01-27 23:00:00,CGC-200B,0.11194,0.78259,96.598,0.8134,1897.0
2024-01-28 00:00:00,CGC-200B,0.11211,0.77906,96.656,0.8131,1896.0
2024-01-28 01:00:00,CGC-200B,0.11228,0.77095,96.189,0.8129,1895.0
2024-01-28 02:00:00,CGC-200B,0.11243,0.78117,96.155,0.8126,1894.0
2024-01-28 03:00:00,CGC-200B,0.11259,0.77804,96.649,0.8123,1893.0
2024-01-28 04:00:00,CGC-200B,0.11276,0.77623,96.977,0.8121,1892.0
2024-01-28 05:00:00,CGC-200B,0.11293,0.78145,97.175,0.8118,1891.0
2024-01-28 06:00:00,CGC-200B,0.1131,0.78316,98.793,0.8115,1890.0
2024-01-28 07:00:00,CGC-200B,0.11326,0.77975,98.976,0.8112,1889.0
2024-01-28 08:00:00,CGC-200B,0.11342,0.77649,97.719,0.811,1888.0
2024-01-28 09:00:00,CGC-200B,0.11359,0.77448,98.876,0.8107,1887.0
2024-01-28 10:00:00,CGC-200B,0.11376,0.78111,99.392,0.8104,1886.0
2024-01-28 11:00:00,CGC-200B,0.11393,0.78115,97.267,0.8101,1885.0
2024-01-28 12:00:00,CGC-200B,0.1141,0.78193,98.181,0.8098,1884.0
2024-01-28 13:00:00,CGC-200B,0.11427,0.78086,99.133,0.8095,1883.0
2024-01-28 14:00:00,CGC-200B,0.11443,0.77669,97.292,0.8093,1882.0
2024-01-28 15:00:00,CGC-200B,0.11459,0.77773,97.663,0.809,1881.0
2024-01-28 16:00:00,CGC-200B,0.11474,0.78032,96.459,0.8088,1880.0
2024-01-28 17:00:00,CGC-200B,0.1149,0.77826,97.864,0.8085,1879.0
2024-01-28 18:00:00,CGC-200B,0.11506,0.78105,97.765,0.8082,1878.0
2024-01-28 19:00:00,CGC-200B,0.11521,0.78044,97.693,0.808,1877.0
2024-01-28 20:00:00,CGC-200B,0.11538,0.77797,98.117,0.8077,1876.0
2024-01-28 21:00:00,CGC-200B,0.11553,0.77231,98.471,0.8074,1875.0
2024-01-28 22:00:00,CGC-200B,0.1157,0.77599,96.894,0.8072,1874.0
2024-01-28 23:00:00,CGC-200B,0.11585,0.78353,97.738,0.8069,1873.0
2024-01-29 00:00:00,CGC-200B,0.11602,0.77428,96.771,0.8066,1872.0
2024-01-29 01:00:00,CGC-200B,0.11618,0.77992,96.674,0.8064,1871.0
2024-01-29 02:00:00,CGC-200B,0.11634,0.7747,97.691,0.8061,1870.0
2024-01-29 03:00:00,CGC-200B,0.1165,0.77679,97.531,0.8058,1869.0
2024-01-29 04:00:00,CGC-200B,0.11667,0.77982,97.727,0.8056,1868.0
2024-01-29 05:00:00,CGC-200B,0.11683,0.78257,97.052,0.8053,1867.0
2024-01-29 06:00:00,CGC-200B,0.11699,0.77324,97.187,0.805,1866.0
2024-01-29 07:00:00,CGC-200B,0.11715,0.78334,97.895,0.8047,1865.0
2024-01-29 08:00:00,CGC-200B,0.11732,0.7763,96.392,0.8045,1864.0
2024-01-29 09:00:00,CGC-200B,0.11749,0.77347,97.67,0.8042,1863.0
2024-01-29 10:00:00,CGC-200B,0.11765,0.77738,97.574,0.8039,1862.0
2024-01-29 11:00:00,CGC-200B,0.1178,0.78003,99.075,0.8037,1861.0
2024-01-29 12:00:00,CGC-200B,0.11796,0.77993,98.264,0.8034,1860.0
2024-01-29 13:00:00,CGC-200B,0.11812,0.77403,97.647,0.8031,1859.0
2024-01-29 14:00:00,CGC-200B,0.11828,0.77594,97.4,0.8029,1858.0
2024-01-29 15:00:00,CGC-200B,0.11845,0.77673,97.464,0.8026,1857.0
2024-01-29 16:00:00,CGC-200B,0.11862,0.78521,97.697,0.8023,1856.0
2024-01-29 17:00:00,CGC-200B,0.1188,0.78442,96.234,0.802,1855.0
2024-01-29 18:00:00,CGC-200B,0.11898,0.77905,96.604,0.8017,1854.0
2024-01-29 19:00:00,CGC-200B,0.11914,0.77974,96.156,0.8014,1853.0
2024-01-29 20:00:00,CGC-200B,0.11932,0.78118,96.651,0.8011,1852.0
2024-01-29 21:00:00,CGC-200B,0.11948,0.77792,96.107,0.8009,1851.0
2024-01-29 22:00:00,CGC-200B,0.11965,0.77838,96.858,0.8006,1850.0
2024-01-29 23:00:00,CGC-200B,0.11981,0.78011,97.899,0.8003,1849.0
2024-01-30 00:00:00,CGC-200B,0.11998,0.78187,98.335,0.8,1848.0
2024-01-30 01:00:00,CGC-200B,0.12014,0.77544,96.28,0.7998,1847.0
2024-01-30 02:00:00,CGC-200B,0.12031,0.78214,98.772,0.7995,1846.0
2024-01-30 03:00:00,CGC-200B,0.12047,0.78042,98.374,0.7992,1845.0
2024-01-30 04:00:00,CGC-200B,0.12063,0.7779,97.265,0.7989,1844.0
2024-01-30 05:00:00,CGC-200B,0.1208,0.77657,97.681,0.7987,1843.0
2024-01-30 06:00:00,CGC-200B,0.12096,0.77603,97.928,0.7984,1842.0
2024-01-30 07:00:00,CGC-200B,0.12113,0.78382,98.528,0.7981,1841.0
2024-01-30 08:00:00,CGC-200B,0.12131,0.78139,98.207,0.7978,1840.0
2024-01-30 09:00:00,CGC-200B,0.12148,0.78136,98.675,0.7975,1839.0
2024-01-30 10:00:00,CGC-200B,0.12165,0.77503,99.188,0.7973,1838.0
2024-01-30 11:00:00,CGC-200B,0.12181,0.78006,97.723,0.797,1837.0
2024-01-30 12:00:00,CGC-200B,0.12198,0.77577,98.678,0.7967,1836.0
2024-01-30 13:00:00,CGC-200B,0.12214,0.77564,98.295,0.7964,1835.0
2024-01-30 14:00:00,CGC-200B,0.1223,0.7748,97.801,0.7962,1834.0
2024-01-30 15:00:00,CGC-200B,0.12245,0.78076,97.174,0.7959,1833.0
2024-01-30 16:00:00,CGC-200B,0.12262,0.77592,97.866,0.7956,1832.0
2024-01-30 17:00:00,CGC-200B,0.12279,0.78107,97.234,0.7954,1831.0
2024-01-30 18:00:00,CGC-200B,0.12295,0.78031,97.926,0.7951,1830.0
2024-01-30 19:00:00,CGC-200B,0.12312,0.77555,98.014,0.7948,1829.0
2024-01-30 20:00:00,CGC-200B,0.12329,0.77526,97.611,0.7945,1828.0
2024-01-30 21:00:00,CGC-200B,0.12347,0.78146,98.185,0.7942,1827.0
2024-01-30 22:00:00,CGC-200B,0.12363,0.77845,96.183,0.7939,1826.0
2024-01-30 23:00:00,CGC-200B,0.1238,0.78148,97.571,0.7937,1825.0
2024-01-31 00:00:00,CGC-200B,0.12397,0.77988,97.527,0.7934,1824.0
2024-01-31 01:00:00,CGC-200B,0.12413,0.7797,97.819,0.7931,1823.0
2024-01-31 02:00:00,CGC-200B,0.1243,0.78,97.165,0.7928,1822.0
2024-01-31 03:00:00,CGC-200B,0.12447,0.77293,97.877,0.7926,1821.0
2024-01-31 04:00:00,CGC-200B,0.12463,0.78038,96.548,0.7923,1820.0
2024-01-31 05:00:00,CGC-200B,0.12479,0.77992,97.094,0.792,1819.0
2024-01-31 06:00:00,CGC-200B,0.12494,0.77374,96.676,0.7918,1818.0
2024-01-31 07:00:00,CGC-200B,0.1251,0.7805,96.664,0.7915,1817.0
2024-01-31 08:00:00,CGC-200B,0.12526,0.77284,97.288,0.7912,1816.0
2024-01-31 09:00:00,CGC-200B,0.12543,0.77859,96.886,0.7909,1815.0
2024-01-31 10:00:00,CGC-200B,0.1256,0.77378,97.631,0.7907,1814.0
2024-01-31 11:00:00,CGC-200B,0.12577,0.77909,96.41,0.7904,1813.0
2024-01-31 12:00:00,CGC-200B,0.12594,0.77699,97.81,0.7901,1812.0
2024-01-31 13:00:00,CGC-200B,0.12611,0.78191,96.719,0.7898,1811.0
2024-01-31 14:00:00,CGC-200B,0.12628,0.78288,97.335,0.7895,1810.0
2024-01-31 15:00:00,CGC-200B,0.12645,0.77765,98.058,0.7893,1809.0
2024-01-31 16:00:00,CGC-200B,0.12661,0.77687,96.603,0.789,1808.0
2024-01-31 17:00:00,CGC-200B,0.12678,0.77861,98.257,0.7887,1807.0
2024-01-31 18:00:00,CGC-200B,0.12695,0.77849,98.804,0.7884,1806.0
2024-01-31 19:00:00,CGC-200B,0.12712,0.77481,98.32,0.7881,1805.0
2024-01-31 20:00:00,CGC-200B,0.12728,0.78201,98.631,0.7879,1804.0
2024-01-31 21:00:00,CGC-200B,0.12744,0.7751,98.164,0.7876,1803.0
2024-01-31 22:00:00,CGC-200B,0.12761,0.77945,98.511,0.7873,1802.0
2024-01-31 23:00:00,CGC-200B,0.12778,0.78172,99.143,0.787,1801.0
2024-02-01 00:00:00,CGC-200B,0.12795,0.77856,98.264,0.7867,1800.0
2024-02-01 01:00:00,CGC-200B,0.12813,0.77638,98.313,0.7865,1799.0
2024-02-01 02:00:00,CGC-200B,0.12831,0.77326,98.616,0.7862,1798.0
2024-02-01 03:00:00,CGC-200B,0.12848,0.77373,98.123,0.7859,1797.0
2024-02-01 04:00:00,CGC-200B,0.12865,0.77558,97.142,0.7856,1796.0
2024-02-01 05:00:00,CGC-200B,0.12882,0.7796,98.26,0.7853,1795.0
2024-02-01 06:00:00,CGC-200B,0.12899,0.77654,97.535,0.785,1794.0
2024-02-01 07:00:00,CGC-200B,0.12914,0.78024,98.947,0.7848,1793.0
2024-02-01 08:00:00,CGC-200B,0.1293,0.77334,98.538,0.7845,1792.0
2024-02-01 09:00:00,CGC-200B,0.12947,0.7763,97.824,0.7842,1791.0
2024-02-01 10:00:00,CGC-200B,0.12962,0.78258,98.381,0.784,1790.0
2024-02-01 11:00:00,CGC-200B,0.1298,0.78043,98.757,0.7837,1789.0
2024-02-01 12:00:00,CGC-200B,0.12996,0.77552,97.65,0.7834,1788.0
2024-02-01 13:00:00,CGC-200B,0.13012,0.77256,97.919,0.7831,1787.0
2024-02-01 14:00:00,CGC-200B,0.13029,0.77217,97.852,0.7829,1786.0
2024-02-01 15:00:00,CGC-200B,0.13045,0.7775,98.507,0.7826,1785.0
2024-02-01 16:00:00,CGC-200B,0.13063,0.77694,98.587,0.7823,1784.0
2024-02-01 17:00:00,CGC-200B,0.13079,0.77424,98.466,0.782,1783.0
2024-02-01 18:00:00,CGC-200B,0.13095,0.77509,97.752,0.7818,1782.0
2024-02-01 19:00:00,CGC-200B,0.1311,0.76872,99.086,0.7815,1781.0
2024-02-01 20:00:00,CGC-200B,0.13123,0.77228,98.887,0.7813,1780.0
2024-02-01 21:00:00,CGC-200B,0.13137,0.77932,97.24,0.781,1779.0
2024-02-01 22:00:00,CGC-200B,0.13151,0.77279,98.258,0.7808,1778.0
2024-02-01 23:00:00,CGC-200B,0.13165,0.77789,97.754,0.7806,1777.0
2024-02-02 00:00:00,CGC-200B,0.1318,0.77622,98.033,0.7803,1776.0
2024-02-02 01:00:00,CGC-200B,0.13195,0.7795,98.634,0.7801,1775.0
2024-02-02 02:00:00,CGC-200B,0.1321,0.77621,98.659,0.7798,1774.0
2024-02-02 03:00:00,CGC-200B,0.13225,0.77946,98.969,0.7796,1773.0
2024-02-02 04:00:00,CGC-200B,0.13239,0.7763,98.058,0.7793,1772.0
2024-02-02 05:00:00,CGC-200B,0.13253,0.77501,97.422,0.7791,1771.0
2024-02-02 06:00:00,CGC-200B,0.13268,0.77297,98.367,0.7789,1770.0
2024-02-02 07:00:00,CGC-200B,0.13282,0.77528,98.265,0.7786,1769.0
2024-02-02 08:00:00,CGC-200B,0.13297,0.77592,99.118,0.7784,1768.0
2024-02-02 09:00:00,CGC-200B,0.13312,0.77283,98.735,0.7781,1767.0
2024-02-02 10:00:00,CGC-200B,0.13326,0.77699,97.285,0.7779,1766.0
2024-02-02 11:00:00,CGC-200B,0.13342,0.77695,98.447,0.7776,1765.0
2024-02-02 12:00:00,CGC-200B,0.13356,0.77332,98.857,0.7774,1764.0
2024-02-02 13:00:00,CGC-200B,0.13371,0.77561,97.838,0.7772,1763.0
2024-02-02 14:00:00,CGC-200B,0.13385,0.77766,97.067,0.7769,1762.0
2024-02-02 15:00:00,CGC-200B,0.13399,0.77499,96.69,0.7767,1761.0
2024-02-02 16:00:00,CGC-200B,0.13413,0.77403,97.324,0.7764,1760.0
2024-02-02 17:00:00,CGC-200B,0.13427,0.77487,97.157,0.7762,1759.0
2024-02-02 18:00:00,CGC-200B,0.13441,0.77706,96.132,0.776,1758.0
2024-02-02 19:00:00,CGC-200B,0.13457,0.77665,96.734,0.7757,1757.0
2024-02-02 20:00:00,CGC-200B,0.13471,0.77494,96.825,0.7755,1756.0
2024-02-02 21:00:00,CGC-200B,0.13486,0.77455,96.405,0.7752,1755.0
2024-02-02 22:00:00,CGC-200B,0.13501,0.77877,97.504,0.775,1754.0
2024-02-02 23:00:00,CGC-200B,0.13516,0.77361,98.292,0.7747,1753.0
2024-02-03 00:00:00,CGC-200B,0.1353,0.77709,99.064,0.7745,1752.0
2024-02-03 01:00:00,CGC-200B,0.13545,0.7766,97.933,0.7743,1751.0
2024-02-03 02:00:00,CGC-200B,0.13559,0.78172,98.373,0.774,1750.0
2024-02-03 03:00:00,CGC-200B,0.13574,0.77526,98.495,0.7738,1749.0
2024-02-03 04:00:00,CGC-200B,0.13588,0.77226,98.693,0.7735,1748.0
2024-02-03 05:00:00,CGC-200B,0.13603,0.77458,97.927,0.7733,1747.0
2024-02-03 06:00:00,CGC-200B,0.13617,0.76824,97.383,0.7731,1746.0
2024-02-03 07:00:00,CGC-200B,0.13631,0.77396,96.534,0.7728,1745.0
2024-02-03 08:00:00,CGC-200B,0.13645,0.7759,96.768,0.7726,1744.0
2024-02-03 09:00:00,CGC-200B,0.13658,0.77734,97.398,0.7724,1743.0
2024-02-03 10:00:00,CGC-200B,0.13672,0.77594,98.107,0.7721,1742.0
2024-02-03 11:00:00,CGC-200B,0.13687,0.77607,97.742,0.7719,1741.0
2024-02-03 12:00:00,CGC-200B,0.13701,0.7764,96.789,0.7717,1740.0
2024-02-03 13:00:00,CGC-200B,0.13715,0.77658,97.835,0.7714,1739.0
2024-02-03 14:00:00,CGC-200B,0.13729,0.76965,98.097,0.7712,1738.0
2024-02-03 15:00:00,CGC-200B,0.13745,0.773,96.37,0.7709,1737.0
2024-02-03 16:00:00,CGC-200B,0.1376,0.76869,99.124,0.7707,1736.0
2024-02-03 17:00:00,CGC-200B,0.13776,0.77647,99.674,0.7704,1735.0
2024-02-03 18:00:00,CGC-200B,0.13791,0.7751,97.892,0.7702,1734.0
2024-02-03 19:00:00,CGC-200B,0.13806,0.77514,98.325,0.7699,1733.0
2024-02-03 20:00:00,CGC-200B,0.1382,0.77189,97.375,0.7697,1732.0
2024-02-03 21:00:00,CGC-200B,0.13834,0.77687,98.164,0.7694,1731.0
2024-02-03 22:00:00,CGC-200B,0.13848,0.77673,98.572,0.7692,1730.0
2024-02-03 23:00:00,CGC-200B,0.13862,0.77234,98.975,0.769,1729.0
2024-02-04 00:00:00,CGC-200B,0.13876,0.77616,99.772,0.7687,1728.0
2024-02-04 01:00:00,CGC-200B,0.13892,0.77259,98.072,0.7685,1727.0
2024-02-04 02:00:00,CGC-200B,0.13907,0.77104,99.313,0.7682,1726.0
2024-02-04 03:00:00,CGC-200B,0.13922,0.77202,98.237,0.768,1725.0
2024-02-04 04:00:00,CGC-200B,0.13936,0.77731,98.043,0.7677,1724.0
2024-02-04 05:00:00,CGC-200B,0.13951,0.77186,97.296,0.7675,1723.0
2024-02-04 06:00:00,CGC-200B,0.13966,0.77039,97.699,0.7672,1722.0
2024-02-04 07:00:00,CGC-200B,0.13981,0.77862,96.668,0.767,1721.0
2024-02-04 08:00:00,CGC-200B,0.13996,0.77524,96.108,0.7667,1720.0
2024-02-04 09:00:00,CGC-200B,0.14011,0.77294,95.744,0.7665,1719.0
2024-02-04 10:00:00,CGC-200B,0.14026,0.77241,96.473,0.7662,1718.0
2024-02-04 11:00:00,CGC-200B,0.14042,0.7728,97.142,0.766,1717.0
2024-02-04 12:00:00,CGC-200B,0.14057,0.77545,97.004,0.7657,1716.0
2024-02-04 13:00:00,CGC-200B,0.14073,0.77401,96.421,0.7655,1715.0
2024-02-04 14:00:00,CGC-200B,0.14087,0.76892,97.113,0.7652,1714.0
2024-02-04 15:00:00,CGC-200B,0.14102,0.77536,97.191,0.765,1713.0
2024-02-04 16:00:00,CGC-200B,0.14117,0.77135,97.65,0.7647,1712.0
2024-02-04 17:00:00,CGC-200B,0.14131,0.77716,97.047,0.7645,1711.0
2024-02-04 18:00:00,CGC-200B,0.14145,0.77045,97.09,0.7643,1710.0
2024-02-04 19:00:00,CGC-200B,0.14159,0.77056,97.286,0.764,1709.0
2024-02-04 20:00:00,CGC-200B,0.14173,0.77656,99.144,0.7638,1708.0
2024-02-04 21:00:00,CGC-200B,0.14187,0.77401,98.062,0.7636,1707.0
2024-02-04 22:00:00,CGC-200B,0.14201,0.77832,96.398,0.7633,1706.0
2024-02-04 23:00:00,CGC-200B,0.14215,0.77533,97.556,0.7631,1705.0
2024-02-05 00:00:00,CGC-200B,0.1423,0.77396,97.299,0.7628,1704.0
2024-02-05 01:00:00,CGC-200B,0.14245,0.76945,97.64,0.7626,1703.0
2024-02-05 02:00:00,CGC-200B,0.14259,0.77533,97.701,0.7623,1702.0
2024-02-05 03:00:00,CGC-200B,0.14274,0.77268,97.445,0.7621,1701.0
