ts,train_id,unit,feed_mode,gas_mw,diene_ppm,ambient_temp_c,cw_supply_temp_c,throughput_tph,speed_rpm,shaft_power_kw,surge_margin_pct,recycle_valve_pct,wash_oil_rate_kgph,antifoulant_ppm,run_hours_since_wash,vib_de_um,vib_nde_um,vib_axial_um,brg_de_temp_c,brg_nde_temp_c,brg_thrust_temp_c,lube_oil_press_bar,lube_oil_temp_c,seal_gas_dp_bar,p_s1_suct_bara,p_s1_disch_bara,t_s1_suct_c,t_s1_disch_c,p_s2_suct_bara,p_s2_disch_bara,t_s2_suct_c,t_s2_disch_c,p_s3_suct_bara,p_s3_disch_bara,t_s3_suct_c,t_s3_disch_c,p_s4_suct_bara,p_s4_disch_bara,t_s4_suct_c,t_s4_disch_c,p_s5_suct_bara,p_s5_disch_bara,t_s5_suct_c,t_s5_disch_c
2024-03-13 19:00:00,CGC-200B,Ethylene Unit 200,mixed,26.05,110.5,15.51,23.19,246.47,10994.3,24784.0,17.43,7.0,137.1,6.79,1748.0,25.66,21.21,14.69,68.23,70.74,67.8,2.42,41.06,0.543,1.28,2.573,36.46,89.18,2.542,5.061,33.51,85.52,5.0,9.982,33.27,86.04,9.863,19.721,32.92,86.34,19.484,38.737,32.78,86.29
2024-03-13 20:00:00,CGC-200B,Ethylene Unit 200,mixed,26.063,109.0,15.69,23.53,248.58,11011.0,24800.4,18.27,7.1,172.8,6.05,1749.0,26.46,20.79,14.74,68.05,68.03,68.55,2.365,42.55,0.5,1.28,2.547,36.78,88.63,2.516,5.001,33.8,85.63,4.941,9.823,33.25,85.59,9.705,19.163,33.23,85.58,18.933,37.745,33.35,87.12
2024-03-13 21:00:00,CGC-200B,Ethylene Unit 200,mixed,26.13,113.6,16.55,24.19,246.98,10970.2,24705.2,18.05,5.7,173.4,5.63,1750.0,25.97,20.97,14.54,65.86,66.48,70.16,2.4,42.05,0.566,1.28,2.553,37.16,89.48,2.522,5.037,34.17,86.66,4.976,9.919,34.4,87.35,9.8,19.623,34.45,88.38,19.387,38.353,33.83,87.24
2024-03-13 22:00:00,CGC-200B,Ethylene Unit 200,mixed,26.145,111.6,16.41,23.27,245.35,10974.4,24280.6,17.54,6.5,169.9,5.68,1751.0,25.48,20.63,15.01,68.99,66.16,70.46,2.429,43.59,0.564,1.28,2.538,35.9,87.72,2.508,4.999,33.09,85.43,4.939,9.853,33.12,86.11,9.734,19.234,33.17,85.95,19.003,37.606,33.61,87.2
2024-03-13 23:00:00,CGC-200B,Ethylene Unit 200,mixed,26.218,107.6,17.37,24.18,245.91,10962.5,24516.4,17.85,4.0,157.5,6.26,1752.0,25.62,21.19,14.49,69.39,68.36,70.94,2.401,42.8,0.543,1.28,2.522,37.42,88.93,2.492,4.939,34.37,86.42,4.88,9.757,33.21,86.36,9.64,19.194,33.73,87.21,18.964,37.948,33.37,87.82
2024-03-14 00:00:00,CGC-200B,Ethylene Unit 200,mixed,26.246,105.1,17.11,23.72,241.78,10986.8,24073.3,18.68,4.8,167.6,6.74,1753.0,25.52,20.84,14.9,66.98,68.48,69.37,2.372,43.24,0.541,1.28,2.551,37.64,89.97,2.52,4.993,34.36,86.21,4.933,9.794,33.65,86.15,9.677,19.262,33.56,86.84,19.031,38.045,33.64,87.9
2024-03-14 01:00:00,CGC-200B,Ethylene Unit 200,mixed,26.251,107.4,14.35,25.08,247.51,10994.7,24875.9,18.23,7.1,150.7,5.3,1754.0,26.62,21.25,14.75,65.6,67.06,70.52,2.444,42.21,0.566,1.28,2.559,35.94,88.04,2.528,5.058,35.09,87.66,4.997,9.941,34.05,86.57,9.821,19.602,33.28,86.52,19.366,38.588,34.66,88.61
2024-03-14 02:00:00,CGC-200B,Ethylene Unit 200,mixed,26.323,108.7,17.68,22.52,249.19,10973.0,24602.7,18.1,5.1,153.2,5.66,1755.0,26.12,21.15,14.81,69.96,66.63,69.61,2.454,44.55,0.566,1.28,2.539,36.23,88.69,2.508,4.932,32.69,84.4,4.873,9.756,31.92,85.59,9.639,19.239,33.41,87.68,19.008,37.63,32.73,86.79
2024-03-14 03:00:00,CGC-200B,Ethylene Unit 200,mixed,26.171,105.5,16.15,24.39,246.27,11011.4,24598.7,17.81,7.5,143.3,6.41,1756.0,25.64,21.26,14.45,68.33,67.61,70.6,2.392,42.54,0.544,1.28,2.56,36.4,88.52,2.529,5.042,34.09,86.13,4.981,9.943,34.28,87.03,9.824,19.509,33.95,86.8,19.275,38.167,33.2,86.27
2024-03-14 04:00:00,CGC-200B,Ethylene Unit 200,mixed,26.149,105.9,13.51,22.82,242.55,10940.1,24222.2,18.25,5.9,151.7,6.35,1757.0,25.72,21.36,14.6,67.03,68.0,69.68,2.483,41.79,0.575,1.28,2.563,35.6,87.82,2.533,5.002,33.1,84.33,4.942,9.923,32.56,85.63,9.804,19.6,33.03,86.4,19.365,38.653,32.84,86.65
2024-03-14 05:00:00,CGC-200B,Ethylene Unit 200,mixed,26.076,106.8,16.52,24.72,244.79,10989.5,24648.5,17.24,5.3,151.8,5.51,1758.0,26.21,20.71,14.46,67.52,67.62,66.76,2.342,42.06,0.607,1.28,2.544,35.2,86.88,2.514,5.043,35.23,88.24,4.983,9.926,34.61,87.52,9.807,19.75,33.72,87.96,19.513,38.764,34.35,88.16
2024-03-14 06:00:00,CGC-200B,Ethylene Unit 200,mixed,25.995,109.6,18.13,23.65,245.02,10954.0,24574.7,17.62,5.8,165.1,6.87,1759.0,25.93,20.8,14.72,69.12,67.63,69.07,2.411,43.66,0.514,1.28,2.539,37.27,89.53,2.509,5.003,33.44,86.05,4.943,9.852,34.55,87.88,9.734,19.5,34.25,88.56,19.266,38.359,32.48,86.56
2024-03-14 07:00:00,CGC-200B,Ethylene Unit 200,mixed,26.052,106.5,19.04,24.71,241.7,10975.0,24229.1,16.46,7.3,149.1,6.63,1760.0,25.64,20.77,14.57,68.69,68.47,70.66,2.402,44.41,0.576,1.28,2.543,36.4,87.79,2.513,5.018,34.73,86.81,4.957,9.847,34.68,86.89,9.729,19.336,34.06,86.79,19.104,38.135,34.47,88.23
2024-03-14 08:00:00,CGC-200B,Ethylene Unit 200,mixed,25.961,105.0,18.44,22.31,242.49,10995.7,24389.9,18.82,5.8,171.4,6.18,1761.0,25.93,20.71,14.56,69.5,66.4,68.79,2.418,43.19,0.554,1.28,2.561,36.21,88.64,2.53,5.017,31.99,83.52,4.956,9.981,32.3,85.75,9.862,19.683,32.85,86.25,19.447,38.622,32.57,86.1
2024-03-14 09:00:00,CGC-200B,Ethylene Unit 200,mixed,25.966,107.7,18.03,23.8,244.99,10984.8,24653.9,17.79,6.3,148.2,6.61,1762.0,25.61,21.66,14.57,67.01,66.38,67.99,2.43,44.94,0.567,1.28,2.556,37.6,90.3,2.525,5.025,33.76,86.08,4.965,9.826,34.13,86.64,9.708,19.301,33.95,87.39,19.069,38.163,33.41,87.93
2024-03-14 10:00:00,CGC-200B,Ethylene Unit 200,mixed,26.016,106.9,15.35,25.23,243.41,10963.3,24524.9,18.66,6.1,185.3,6.64,1763.0,26.24,20.85,14.6,66.52,68.68,68.98,2.475,43.1,0.554,1.28,2.535,36.61,88.21,2.504,5.023,34.47,87.33,4.962,9.915,35.19,88.44,9.796,19.54,34.36,87.91,19.305,38.559,35.47,89.94
2024-03-14 11:00:00,CGC-200B,Ethylene Unit 200,mixed,26.07,105.8,18.42,23.85,245.17,10943.1,24536.7,17.28,6.5,139.5,6.17,1764.0,25.84,20.73,14.81,67.71,67.97,70.08,2.488,43.33,0.511,1.28,2.559,36.89,89.42,2.528,5.049,33.61,86.09,4.988,9.964,33.98,87.11,9.845,19.594,34.38,87.88,19.359,38.321,33.7,87.22
2024-03-14 12:00:00,CGC-200B,Ethylene Unit 200,mixed,26.062,105.9,15.51,24.27,244.36,10981.0,24669.1,19.74,6.7,158.9,5.81,1765.0,25.91,21.93,14.84,68.0,67.33,69.85,2.404,41.81,0.526,1.28,2.566,35.41,87.68,2.535,5.056,34.63,86.95,4.995,10.0,34.1,87.19,9.88,19.578,34.53,87.44,19.343,38.57,34.01,87.96
2024-03-14 13:00:00,CGC-200B,Ethylene Unit 200,mixed,26.048,108.1,16.83,24.68,246.44,10999.2,24760.7,16.92,4.6,154.5,5.83,1766.0,25.98,21.48,15.37,69.5,68.55,68.18,2.373,42.97,0.544,1.28,2.55,35.56,87.18,2.52,5.048,33.6,85.9,4.987,9.965,34.03,86.77,9.846,19.611,34.73,87.92,19.376,38.837,34.05,88.25
2024-03-14 14:00:00,CGC-200B,Ethylene Unit 200,mixed,25.988,110.4,17.42,25.62,241.3,10962.5,24392.5,17.31,6.3,146.7,5.39,1767.0,26.12,21.06,14.68,66.71,66.48,67.73,2.401,43.24,0.539,1.28,2.552,36.83,89.19,2.521,5.01,35.58,88.01,4.95,9.874,35.24,88.52,9.756,19.537,35.68,89.96,19.302,38.185,35.48,89.29
2024-03-14 15:00:00,CGC-200B,Ethylene Unit 200,mixed,26.111,109.5,18.22,22.9,246.41,10977.5,24524.0,18.24,6.8,136.1,5.95,1768.0,26.06,20.62,14.53,69.92,66.25,69.79,2.375,43.57,0.527,1.28,2.554,36.98,88.96,2.523,5.038,33.0,84.95,4.978,9.913,33.02,85.33,9.794,19.497,32.8,85.62,19.263,38.328,32.69,86.04
2024-03-14 16:00:00,CGC-200B,Ethylene Unit 200,mixed,26.024,112.0,17.17,23.11,243.24,10966.6,24159.4,17.75,5.7,154.5,6.73,1769.0,25.88,20.86,14.65,67.42,68.07,67.5,2.398,43.33,0.596,1.28,2.543,35.31,86.9,2.512,4.969,33.66,85.17,4.91,9.755,32.83,85.14,9.638,19.187,32.72,85.76,18.957,37.86,33.86,87.97
2024-03-14 17:00:00,CGC-200B,Ethylene Unit 200,mixed,26.022,114.0,17.47,23.18,239.72,10959.6,24124.4,17.03,6.4,180.0,5.9,1770.0,25.94,20.84,14.57,69.33,66.44,69.47,2.368,43.51,0.548,1.28,2.554,36.73,88.95,2.523,5.082,33.94,87.04,5.021,9.987,33.01,85.48,9.867,19.54,32.62,85.26,19.306,38.184,33.2,86.42
2024-03-14 18:00:00,CGC-200B,Ethylene Unit 200,mixed,26.019,113.8,16.87,24.35,241.85,10938.6,24370.1,18.5,6.4,154.8,5.0,1771.0,25.45,21.19,14.51,68.11,66.35,68.85,2.367,43.33,0.538,1.28,2.555,35.57,87.86,2.525,5.047,35.09,87.98,4.987,9.983,33.98,87.39,9.864,19.522,34.47,87.59,19.287,37.963,33.54,86.63
2024-03-14 19:00:00,CGC-200B,Ethylene Unit 200,mixed,25.979,111.0,18.13,23.78,244.3,10967.9,24402.5,17.22,6.2,169.1,5.45,1772.0,25.52,20.62,15.09,70.23,67.69,67.64,2.456,42.54,0.573,1.28,2.541,36.04,88.07,2.51,5.015,34.33,87.16,4.955,9.88,32.78,85.78,9.762,19.441,33.24,86.79,19.207,38.498,33.16,87.86
2024-03-14 20:00:00,CGC-200B,Ethylene Unit 200,mixed,26.101,111.0,18.67,24.23,244.24,10942.9,24631.7,18.06,6.6,145.3,6.27,1773.0,25.49,21.2,14.53,67.21,67.39,68.38,2.357,42.69,0.568,1.28,2.552,37.3,90.01,2.522,5.047,34.09,87.14,4.986,9.968,34.01,87.54,9.848,19.532,33.16,86.48,19.298,38.428,33.71,88.06
2024-03-14 21:00:00,CGC-200B,Ethylene Unit 200,mixed,26.136,112.1,16.9,23.89,238.74,10938.7,23828.8,18.62,6.5,162.1,6.41,1774.0,25.64,21.35,15.03,69.37,66.61,69.08,2.392,43.4,0.524,1.28,2.564,36.83,89.54,2.533,5.009,33.94,85.65,4.949,9.94,34.72,88.46,9.821,19.462,33.69,86.71,19.228,38.464,34.25,88.76
2024-03-14 22:00:00,CGC-200B,Ethylene Unit 200,mixed,26.231,112.0,16.79,22.66,243.56,10978.5,24213.0,18.67,5.9,176.8,5.9,1775.0,25.58,21.1,14.82,66.87,66.8,68.01,2.336,43.54,0.539,1.28,2.545,37.29,89.45,2.515,5.044,34.08,86.99,4.983,9.95,31.74,84.45,9.83,19.549,32.96,86.13,19.314,38.229,32.67,86.0
2024-03-14 23:00:00,CGC-200B,Ethylene Unit 200,mixed,26.142,114.8,14.07,23.15,239.99,10933.3,23841.3,17.93,5.0,147.3,6.15,1776.0,25.45,20.99,14.94,66.6,64.76,65.89,2.391,43.29,0.561,1.28,2.547,34.96,86.65,2.516,5.037,32.91,85.3,4.976,9.944,33.49,86.42,9.824,19.619,32.1,85.33,19.383,38.55,33.77,87.54
2024-03-15 00:00:00,CGC-200B,Ethylene Unit 200,mixed,26.024,112.3,17.41,23.27,243.08,10978.0,24365.7,17.43,8.5,158.1,6.93,1777.0,26.02,21.09,14.95,69.23,65.74,69.02,2.404,42.56,0.508,1.28,2.555,35.48,87.55,2.524,5.061,32.47,84.99,5.0,9.984,33.08,85.93,9.864,19.841,33.24,87.33,19.603,38.896,32.46,85.85
2024-03-15 01:00:00,CGC-200B,Ethylene Unit 200,mixed,26.044,114.5,17.71,23.16,241.59,10971.9,24240.0,16.79,7.2,156.1,6.04,1778.0,26.44,20.72,14.84,67.02,68.83,70.09,2.452,44.36,0.54,1.28,2.557,38.06,90.92,2.526,5.056,33.33,86.09,4.996,9.929,32.9,85.6,9.81,19.684,33.38,87.55,19.448,38.873,32.63,86.96
2024-03-15 02:00:00,CGC-200B,Ethylene Unit 200,mixed,26.097,109.6,16.02,23.64,245.94,10981.8,24759.2,17.58,7.8,150.5,6.66,1779.0,25.9,20.69,14.47,68.92,67.84,70.83,2.381,43.23,0.52,1.28,2.546,37.96,89.97,2.515,5.004,33.67,85.53,4.944,9.839,33.61,86.07,9.721,19.413,33.8,87.16,19.18,38.297,33.41,87.3
2024-03-15 03:00:00,CGC-200B,Ethylene Unit 200,mixed,26.016,108.7,18.4,23.36,235.83,10925.7,23553.0,17.79,7.2,145.7,5.38,1780.0,25.69,21.34,14.59,67.38,66.54,70.51,2.385,42.65,0.527,1.28,2.536,36.81,88.76,2.506,4.996,32.74,85.08,4.936,9.789,33.26,85.81,9.671,19.089,32.36,84.95,18.86,37.385,33.63,87.4
2024-03-15 04:00:00,CGC-200B,Ethylene Unit 200,mixed,25.853,106.8,20.62,23.58,242.18,10977.4,24127.4,16.95,5.0,163.8,6.11,1781.0,25.73,20.97,14.7,70.82,66.61,66.74,2.375,44.56,0.578,1.28,2.567,37.78,91.01,2.536,5.009,33.04,84.8,4.949,9.873,33.13,86.29,9.755,19.391,33.1,86.55,19.158,38.004,33.03,86.89
2024-03-15 05:00:00,CGC-200B,Ethylene Unit 200,mixed,25.996,102.1,14.39,23.73,240.7,10927.9,24029.3,17.18,7.1,139.3,5.43,1782.0,25.5,21.03,14.74,66.17,68.65,70.73,2.361,41.89,0.59,1.28,2.555,36.61,88.83,2.524,4.994,33.56,85.1,4.934,9.763,33.33,85.42,9.646,19.187,34.06,87.28,18.957,37.956,33.09,87.3
2024-03-15 06:00:00,CGC-200B,Ethylene Unit 200,mixed,26.124,105.4,18.22,23.56,243.19,11000.3,24254.4,18.77,5.4,151.3,6.69,1783.0,25.73,20.62,14.89,68.98,66.02,67.56,2.399,43.39,0.596,1.28,2.549,36.82,89.09,2.519,5.004,33.74,85.86,4.944,9.835,33.35,86.09,9.717,19.312,32.53,85.64,19.08,37.858,33.84,87.63
2024-03-15 07:00:00,CGC-200B,Ethylene Unit 200,mixed,26.078,107.2,19.54,22.0,240.35,10949.4,23940.7,16.89,6.1,160.1,6.33,1784.0,25.62,20.64,14.67,67.22,67.1,69.31,2.424,43.29,0.555,1.28,2.547,37.01,89.17,2.517,5.022,32.28,84.42,4.962,9.884,31.63,84.1,9.765,19.514,32.03,85.42,19.28,38.196,31.46,84.62
2024-03-15 08:00:00,CGC-200B,Ethylene Unit 200,mixed,26.055,112.2,18.58,24.8,240.8,10931.5,24232.7,19.19,5.6,170.5,6.46,1785.0,25.65,20.77,14.71,68.4,66.68,69.7,2.407,43.83,0.55,1.28,2.537,37.46,89.28,2.506,4.973,34.64,86.64,4.913,9.775,34.84,87.68,9.658,19.246,34.76,88.3,19.015,37.872,34.59,88.68
2024-03-15 09:00:00,CGC-200B,Ethylene Unit 200,mixed,26.097,111.3,14.26,24.45,241.57,10932.9,24251.4,17.07,6.9,182.3,5.45,1786.0,26.2,20.84,14.92,66.82,66.2,70.26,2.389,42.63,0.581,1.28,2.55,35.83,87.9,2.519,5.018,34.47,86.87,4.958,9.875,34.65,87.64,9.757,19.441,34.43,88.01,19.208,38.15,33.71,87.49
2024-03-15 10:00:00,CGC-200B,Ethylene Unit 200,mixed,26.281,115.7,19.33,22.25,241.43,10948.0,23807.6,17.2,5.2,158.7,5.66,1787.0,25.71,21.47,15.14,67.37,66.91,68.52,2.445,44.67,0.514,1.28,2.542,37.01,88.89,2.512,5.003,32.05,83.89,4.943,9.834,32.15,84.49,9.716,19.392,31.67,84.77,19.159,38.183,31.9,85.51
2024-03-15 11:00:00,CGC-200B,Ethylene Unit 200,mixed,26.14,119.3,15.13,24.33,242.55,10964.3,24310.2,18.93,7.4,184.1,5.88,1788.0,25.73,21.01,14.65,68.53,66.81,67.5,2.5,42.94,0.6,1.28,2.549,35.83,88.01,2.518,5.016,33.51,85.91,4.956,9.898,33.42,86.59,9.779,19.603,33.2,87.24,19.367,38.616,34.17,88.54
2024-03-15 12:00:00,CGC-200B,Ethylene Unit 200,mixed,26.115,117.5,18.59,24.22,241.05,10941.3,24212.8,16.87,7.0,154.3,6.32,1789.0,25.63,20.89,14.89,69.99,68.52,66.49,2.469,44.0,0.55,1.28,2.546,37.26,89.62,2.516,5.026,34.79,87.67,4.966,9.861,33.44,86.15,9.743,19.413,33.72,87.35,19.18,38.098,34.06,88.09
2024-03-15 13:00:00,CGC-200B,Ethylene Unit 200,mixed,26.149,115.1,17.11,24.28,240.73,10972.6,24146.1,17.46,6.8,154.2,5.07,1790.0,25.78,21.42,14.47,69.5,66.16,69.13,2.439,43.18,0.62,1.28,2.551,36.47,88.48,2.52,5.06,34.1,86.86,4.999,9.971,34.93,87.88,9.851,19.661,34.61,88.15,19.425,38.934,34.12,88.54
2024-03-15 14:00:00,CGC-200B,Ethylene Unit 200,mixed,26.148,117.0,16.85,23.28,239.34,10937.7,23755.4,16.48,7.2,160.7,5.74,1791.0,25.72,20.96,14.52,67.8,65.96,68.74,2.401,43.35,0.549,1.28,2.541,36.45,88.25,2.51,4.99,33.08,84.99,4.93,9.855,32.97,85.89,9.737,19.494,33.19,86.88,19.26,38.27,33.31,86.99
2024-03-15 15:00:00,CGC-200B,Ethylene Unit 200,mixed,26.158,116.6,15.28,24.73,237.65,10972.9,23689.1,18.29,6.6,151.8,5.9,1792.0,26.41,20.66,14.57,66.88,67.41,68.75,2.35,42.89,0.495,1.28,2.568,35.48,87.97,2.537,5.023,34.79,86.65,4.963,9.829,35.22,87.75,9.711,19.332,34.3,87.69,19.1,37.839,34.3,87.88
2024-03-15 16:00:00,CGC-200B,Ethylene Unit 200,mixed,26.076,113.2,18.5,24.42,237.22,10938.5,23668.1,18.3,5.7,178.9,6.06,1793.0,25.56,21.02,14.85,67.95,66.31,69.04,2.491,42.79,0.502,1.28,2.564,36.75,89.6,2.533,5.029,33.64,85.78,4.969,9.872,34.21,87.1,9.753,19.404,33.56,87.05,19.171,38.201,34.23,88.56
2024-03-15 17:00:00,CGC-200B,Ethylene Unit 200,mixed,26.199,112.4,18.07,24.48,242.21,11001.6,24209.2,17.89,3.3,143.5,6.82,1794.0,26.34,21.33,14.85,71.05,66.88,67.95,2.358,43.3,0.559,1.28,2.555,37.42,90.14,2.525,5.043,34.56,87.42,4.983,9.945,33.75,86.98,9.826,19.505,34.74,88.27,19.271,38.397,34.37,88.75
2024-03-15 18:00:00,CGC-200B,Ethylene Unit 200,mixed,26.317,109.7,17.19,22.29,240.78,10940.4,23665.4,17.61,4.8,164.0,5.64,1795.0,25.59,21.0,14.68,66.93,69.52,69.37,2.413,43.24,0.555,1.28,2.53,37.02,88.67,2.5,4.972,31.85,83.69,4.912,9.803,32.55,85.37,9.685,19.145,31.26,83.65,18.916,37.681,31.28,84.91
2024-03-15 19:00:00,CGC-200B,Ethylene Unit 200,mixed,26.373,111.2,17.97,25.12,242.12,10966.1,24162.5,19.07,6.2,153.8,6.01,1796.0,26.11,20.67,14.91,69.66,69.42,70.76,2.412,44.81,0.53,1.28,2.555,37.22,90.04,2.525,5.019,34.42,87.0,4.959,9.889,35.59,89.2,9.771,19.467,34.31,88.22,19.233,38.423,34.87,89.72
2024-03-15 20:00:00,CGC-200B,Ethylene Unit 200,mixed,26.229,107.3,17.1,23.4,241.74,10966.7,24132.5,17.78,7.2,170.2,5.71,1797.0,26.22,21.29,14.81,68.12,65.95,69.18,2.454,43.54,0.585,1.28,2.537,37.37,89.56,2.506,5.028,33.89,87.05,4.968,9.853,33.03,85.68,9.734,19.459,34.11,88.2,19.226,38.351,33.98,88.48
2024-03-15 21:00:00,CGC-200B,Ethylene Unit 200,mixed,26.252,105.6,15.77,23.09,239.5,10959.6,23627.9,19.24,4.6,157.1,6.34,1798.0,25.49,20.76,14.63,66.91,67.61,69.58,2.383,41.96,0.575,1.28,2.541,36.63,88.66,2.511,4.987,33.44,85.52,4.927,9.837,33.21,86.26,9.719,19.346,32.43,85.69,19.114,37.966,33.44,87.29
2024-03-15 22:00:00,CGC-200B,Ethylene Unit 200,mixed,26.229,106.2,15.95,23.26,239.59,10969.1,23869.6,16.94,7.6,139.6,5.51,1799.0,25.53,21.44,14.61,68.72,66.28,70.64,2.403,41.68,0.501,1.28,2.548,37.25,89.81,2.518,5.051,33.2,86.29,4.991,10.011,32.42,85.94,9.891,19.668,32.45,85.84,19.432,38.465,33.15,86.88
2024-03-15 23:00:00,CGC-200B,Ethylene Unit 200,mixed,26.297,105.8,17.78,24.48,239.98,10968.0,24239.4,18.04,6.8,157.4,6.12,1800.0,25.46,20.69,15.08,66.71,67.11,69.48,2.432,43.75,0.562,1.28,2.55,36.53,88.87,2.519,5.04,33.87,86.67,4.98,9.962,34.67,88.2,9.843,19.688,34.5,88.58,19.452,38.654,34.87,89.07
2024-03-16 00:00:00,CGC-200B,Ethylene Unit 200,mixed,26.036,112.3,16.92,22.65,241.25,10979.7,24239.6,16.67,5.3,183.6,5.76,1801.0,25.81,20.83,15.34,68.52,66.09,71.06,2.458,41.0,0.499,1.28,2.55,36.67,89.11,2.52,4.983,32.28,83.94,4.924,9.797,32.74,85.56,9.68,19.389,32.44,86.35,19.157,38.224,33.35,87.7
2024-03-16 01:00:00,CGC-200B,Ethylene Unit 200,mixed,25.931,112.8,19.19,25.36,240.5,10914.2,24363.3,15.89,4.6,137.2,5.75,1802.0,25.57,20.88,14.51,69.39,68.7,67.4,2.381,43.42,0.556,1.28,2.541,37.28,89.59,2.51,4.993,34.44,87.02,4.934,9.804,36.22,89.61,9.687,19.289,36.03,90.15,19.058,38.238,34.69,89.84
2024-03-16 02:00:00,CGC-200B,Ethylene Unit 200,mixed,26.041,113.9,19.09,23.59,242.09,10941.3,24245.0,18.56,4.2,162.5,5.82,1803.0,25.54,20.77,14.55,69.81,66.63,68.45,2.465,44.4,0.515,1.28,2.546,35.61,87.64,2.516,5.0,33.17,85.29,4.94,9.773,33.27,85.57,9.655,19.247,32.58,86.0,19.016,37.894,33.36,87.48
2024-03-16 03:00:00,CGC-200B,Ethylene Unit 200,mixed,25.976,118.2,17.97,23.32,234.62,10967.0,23517.3,17.15,6.6,170.4,5.75,1804.0,25.61,21.14,14.6,66.96,67.6,70.8,2.505,43.45,0.538,1.28,2.552,37.26,89.84,2.522,5.03,32.21,84.54,4.97,9.9,34.01,87.1,9.781,19.528,33.25,87.01,19.294,38.311,32.79,86.6
2024-03-16 04:00:00,CGC-200B,Ethylene Unit 200,mixed,25.973,117.1,16.77,25.36,240.87,10970.6,24447.1,18.64,6.5,170.0,6.0,1805.0,25.74,21.24,14.83,68.46,67.33,69.11,2.386,44.13,0.597,1.28,2.541,36.96,89.28,2.51,5.053,35.87,89.72,4.992,9.852,35.41,88.13,9.733,19.443,35.48,89.82,19.209,38.613,35.33,90.8
2024-03-16 05:00:00,CGC-200B,Ethylene Unit 200,mixed,25.718,116.8,14.91,22.87,240.75,10936.6,24570.3,18.2,6.6,166.7,6.04,1806.0,25.75,20.9,14.74,68.03,68.01,67.23,2.399,40.94,0.537,1.28,2.537,36.21,87.71,2.507,4.999,33.28,85.35,4.939,9.879,32.69,85.47,9.761,19.502,32.8,86.1,19.268,38.514,32.74,86.66
2024-03-16 06:00:00,CGC-200B,Ethylene Unit 200,mixed,25.968,112.9,16.64,23.12,239.58,10953.7,23899.1,17.91,5.2,144.2,6.19,1807.0,25.79,20.71,15.07,68.21,67.36,71.37,2.384,43.13,0.557,1.28,2.554,36.36,88.86,2.523,5.016,32.22,84.28,4.956,9.864,32.89,85.75,9.745,19.351,32.81,86.05,19.119,38.115,32.25,86.32
2024-03-16 07:00:00,CGC-200B,Ethylene Unit 200,mixed,25.982,113.0,17.43,23.12,239.93,10935.5,23941.0,18.31,6.3,167.1,5.52,1808.0,26.17,21.28,14.59,68.49,65.73,69.22,2.44,44.4,0.541,1.28,2.55,36.25,88.3,2.52,5.022,33.4,85.57,4.962,9.843,33.46,85.82,9.725,19.324,32.66,85.6,19.092,37.883,33.89,87.53
2024-03-16 08:00:00,CGC-200B,Ethylene Unit 200,mixed,25.866,112.8,16.22,23.51,240.18,10961.2,24396.3,17.84,6.6,147.4,5.6,1809.0,25.71,20.9,14.52,68.05,64.44,70.14,2.355,43.56,0.532,1.28,2.538,34.97,86.58,2.508,5.035,33.67,86.64,4.974,9.959,33.77,87.12,9.84,19.682,33.46,87.26,19.446,38.685,34.04,88.09
2024-03-16 09:00:00,CGC-200B,Ethylene Unit 200,mixed,25.902,110.7,15.42,22.78,238.55,10962.9,23966.8,20.33,4.7,156.9,6.67,1810.0,25.53,21.23,14.65,67.33,66.53,69.27,2.438,40.91,0.544,1.28,2.54,36.59,88.76,2.51,4.997,32.26,84.56,4.937,9.813,32.83,85.64,9.695,19.335,32.26,85.84,19.103,37.773,32.49,86.0
2024-03-16 10:00:00,CGC-200B,Ethylene Unit 200,mixed,25.965,113.1,14.85,24.58,238.26,11003.3,24028.5,17.35,5.8,152.5,6.63,1811.0,26.28,21.93,15.17,67.36,67.42,70.65,2.322,43.57,0.589,1.28,2.559,35.89,88.26,2.528,5.063,34.11,86.88,5.002,9.981,34.68,87.83,9.861,19.591,35.0,88.43,19.356,38.445,34.79,88.76
2024-03-16 11:00:00,CGC-200B,Ethylene Unit 200,mixed,26.142,111.8,16.99,24.33,238.32,10919.8,23984.2,18.42,7.3,154.6,6.57,1812.0,25.81,20.77,14.81,68.33,66.66,68.43,2.476,43.97,0.571,1.28,2.547,37.63,90.01,2.516,5.007,33.22,85.43,4.947,9.926,34.52,88.23,9.807,19.598,34.44,88.39,19.363,38.567,34.06,88.27
2024-03-16 12:00:00,CGC-200B,Ethylene Unit 200,mixed,26.13,109.9,18.55,22.84,242.36,10934.8,24117.6,16.91,6.1,174.6,6.29,1813.0,26.29,20.85,15.12,68.61,65.57,69.52,2.338,43.28,0.543,1.28,2.534,36.64,88.48,2.503,4.982,32.67,84.86,4.923,9.791,32.54,85.22,9.673,19.297,32.67,86.21,19.065,38.169,32.95,87.45
2024-03-16 13:00:00,CGC-200B,Ethylene Unit 200,mixed,26.196,107.1,18.72,24.86,242.25,10965.5,24110.3,18.05,8.5,157.5,5.73,1814.0,26.02,21.19,15.29,69.85,66.76,68.99,2.404,42.52,0.545,1.28,2.552,36.66,88.94,2.521,5.02,34.66,87.08,4.96,9.915,35.53,89.0,9.796,19.428,34.68,87.94,19.195,38.23,34.21,88.34
